topology,nodes,k,method,objective,pct_above_best,time_sec
EasyNet ,19,1,HighDegree,20146.74,0.0,0.0
EasyNet ,19,1,Random,20146.74,0.0,0.0
EasyNet ,19,3,Greedy,604.65,0.0,0.0
EasyNet ,19,3,LocalSearch,604.65,0.0,0.0
EasyNet ,19,3,Betweenness,20146.74,3231.96,0.0
EasyNet ,19,3,HighDegree,1125.04,86.06,0.0
EasyNet ,19,3,Random,809.42,33.87,0.0
EasyNet ,19,5,Greedy,92.17,0.0,0.0
EasyNet ,19,5,LocalSearch,92.17,0.0,0.0
EasyNet ,19,5,Betweenness,1125.04,1120.66,0.0
EasyNet ,19,5,HighDegree,1037.04,1025.19,0.0
EasyNet ,19,5,Random,721.43,682.75,0.0
InternetMCI,19,1,Greedy,11029.43,0.0,0.0
InternetMCI,19,1,LocalSearch,11029.43,0.0,0.0
InternetMCI,19,1,Betweenness,11113.38,0.76,0.0
InternetMCI,19,1,HighDegree,11113.38,0.76,0.0
InternetMCI,19,1,Random,11029.43,0.0,0.0
InternetMCI,19,3,Greedy,20.13,0.0,0.0
InternetMCI,19,3,LocalSearch,20.13,0.0,0.0
InternetMCI,19,3,Betweenness,1607.25,7885.88,0.0
InternetMCI,19,3,HighDegree,9526.25,47232.59,0.0
InternetMCI,19,3,Random,20.13,0.0,0.0
InternetMCI,19,5,Greedy,0.0,0.0,0.0
InternetMCI,19,5,LocalSearch,0.0,0.0,0.0
InternetMCI,19,5,Betweenness,20.13,0.0,0.0
InternetMCI,19,5,HighDegree,9526.25,0.0,0.0
InternetMCI,19,5,Random,0.0,0.0,0.0
Noel Communications ,19,1,Greedy,1099.58,0.0,0.0
Noel Communications ,19,1,LocalSearch,1099.58,0.0,0.0
Noel Communications ,19,1,Betweenness,1099.58,0.0,0.0
Noel Communications ,19,1,HighDegree,1099.58,0.0,0.0
Noel Communications ,19,1,Random,1099.58,0.0,0.0
Noel Communications ,19,3,Greedy,70.12,0.0,0.0
Noel Communications ,19,3,LocalSearch,70.12,0.0,0.0
Noel Communications ,19,3,Betweenness,73.87,5.36,0.0
Noel Communications ,19,3,HighDegree,73.87,5.36,0.0
Noel Communications ,19,3,Random,70.12,0.0,0.0
Noel Communications ,19,5,Greedy,0.0,0.0,0.0
Noel Communications ,19,5,LocalSearch,0.0,0.0,0.0
Noel Communications ,19,5,Betweenness,22.81,0.0,0.0
Noel Communications ,19,5,HighDegree,73.87,0.0,0.0
Noel Communications ,19,5,Random,22.81,0.0,0.0
RedIris,19,1,Greedy,1976.65,0.0,0.0
RedIris,19,1,LocalSearch,1976.65,0.0,0.001
RedIris,19,1,Betweenness,2036.02,3.0,0.0
RedIris,19,1,HighDegree,2036.02,3.0,0.0
RedIris,19,1,Random,2036.02,3.0,0.0
RedIris,19,3,Greedy,155.29,0.0,0.0
RedIris,19,3,LocalSearch,155.29,0.0,0.0
RedIris,19,3,Betweenness,191.9,23.58,0.0
RedIris,19,3,HighDegree,1211.35,680.06,0.0
RedIris,19,3,Random,155.29,0.0,0.0
RedIris,19,5,Greedy,47.47,74.27,0.0
RedIris,19,5,LocalSearch,27.24,0.0,0.0
RedIris,19,5,Betweenness,105.3,286.6,0.0
RedIris,19,5,HighDegree,106.44,290.77,0.0
RedIris,19,5,Random,46.72,71.54,0.0
Restena,19,1,Greedy,24.28,0.0,0.0
Restena,19,1,LocalSearch,24.28,0.0,0.0
Restena,19,1,Betweenness,24.33,0.22,0.001
Restena,19,1,HighDegree,24.33,0.22,0.0
Restena,19,1,Random,24.28,0.0,0.0
Restena,19,3,Greedy,7.82,0.31,0.0
Restena,19,3,LocalSearch,7.79,0.0,0.0
Restena,19,3,Betweenness,22.15,184.21,0.0
Restena,19,3,HighDegree,22.15,184.21,0.0
Restena,19,3,Random,10.38,33.23,0.0
Restena,19,5,Greedy,3.33,0.0,0.0
Restena,19,5,LocalSearch,3.33,0.0,0.001
Restena,19,5,Betweenness,18.54,456.2,0.0
Restena,19,5,HighDegree,18.54,456.2,0.0
Restena,19,5,Random,4.73,41.87,0.0
Savvis,19,1,Greedy,9275.62,0.0,0.0
Savvis,19,1,LocalSearch,9275.62,0.0,0.0
Savvis,19,1,Betweenness,9275.62,0.0,0.0
Savvis,19,1,HighDegree,9275.62,0.0,0.0
Savvis,19,1,Random,9275.62,0.0,0.0
Savvis,19,3,Greedy,322.09,0.0,0.0
Savvis,19,3,LocalSearch,322.09,0.0,0.0
Savvis,19,3,Betweenness,7076.86,2097.2,0.0
Savvis,19,3,HighDegree,1224.4,280.15,0.0
Savvis,19,3,Random,322.09,0.0,0.0
Savvis,19,5,Greedy,65.77,0.0,0.0
Savvis,19,5,LocalSearch,65.77,0.0,0.0
Savvis,19,5,Betweenness,388.73,491.05,0.0
Savvis,19,5,HighDegree,191.42,191.05,0.0
Savvis,19,5,Random,65.77,0.0,0.0
BT Asia-Pacific,20,1,Greedy,13316.13,0.0,0.0
BT Asia-Pacific,20,1,LocalSearch,13316.13,0.0,0.0
BT Asia-Pacific,20,1,Betweenness,15128.62,13.61,0.0
BT Asia-Pacific,20,1,HighDegree,15128.62,13.61,0.0
BT Asia-Pacific,20,1,Random,15128.62,13.61,0.0
BT Asia-Pacific,20,3,Greedy,4403.53,99.7,0.0
BT Asia-Pacific,20,3,LocalSearch,2205.05,0.0,0.0
BT Asia-Pacific,20,3,Betweenness,2205.05,0.0,0.0
BT Asia-Pacific,20,3,HighDegree,4796.33,117.52,0.0
BT Asia-Pacific,20,3,Random,2205.05,0.0,0.0
BT Asia-Pacific,20,5,Greedy,1063.7,134.84,0.0
BT Asia-Pacific,20,5,LocalSearch,452.95,0.0,0.0
BT Asia-Pacific,20,5,Betweenness,1699.83,275.28,0.0
BT Asia-Pacific,20,5,HighDegree,4435.77,879.31,0.0
BT Asia-Pacific,20,5,Random,1468.74,224.26,0.0
Electric Lightwave,20,1,Greedy,12852.19,0.0,0.0
Electric Lightwave,20,1,LocalSearch,12852.19,0.0,0.0
Electric Lightwave,20,1,Betweenness,12852.19,0.0,0.0
Electric Lightwave,20,1,HighDegree,13629.67,6.05,0.0
Electric Lightwave,20,1,Random,12852.19,0.0,0.0
Electric Lightwave,20,3,Greedy,1447.37,0.0,0.0
Electric Lightwave,20,3,LocalSearch,1447.37,0.0,0.0
Electric Lightwave,20,3,Betweenness,1958.19,35.29,0.0
Electric Lightwave,20,3,HighDegree,2768.68,91.29,0.0
Electric Lightwave,20,3,Random,1886.08,30.31,0.0
Electric Lightwave,20,5,Greedy,275.38,0.0,0.0
Electric Lightwave,20,5,LocalSearch,275.38,0.0,0.0
Electric Lightwave,20,5,Betweenness,1238.38,349.69,0.0
Electric Lightwave,20,5,HighDegree,1238.38,349.69,0.0
Electric Lightwave,20,5,Random,727.55,164.2,0.0
Janet Lense,20,1,Greedy,270.5,0.0,0.0
Janet Lense,20,1,LocalSearch,270.5,0.0,0.0
Janet Lense,20,1,Betweenness,270.5,0.0,0.0
Janet Lense,20,1,HighDegree,270.5,0.0,0.0
Janet Lense,20,1,Random,270.5,0.0,0.0
Janet Lense,20,3,Greedy,18.0,0.0,0.0
Janet Lense,20,3,LocalSearch,18.0,0.0,0.0
Janet Lense,20,3,Betweenness,93.2,417.73,0.0
Janet Lense,20,3,HighDegree,93.2,417.73,0.0
Janet Lense,20,3,Random,59.35,229.7,0.0
Janet Lense,20,5,Greedy,0.0,0.0,0.0
Janet Lense,20,5,LocalSearch,0.0,0.0,0.0
Janet Lense,20,5,Betweenness,0.0,0.0,0.0
Janet Lense,20,5,HighDegree,0.0,0.0,0.0
Janet Lense,20,5,Random,0.0,0.0,0.0
MARNET,20,1,Greedy,41.94,0.0,0.0
MARNET,20,1,LocalSearch,41.94,0.0,0.0
MARNET,20,1,Betweenness,42.0,0.16,0.0
MARNET,20,1,HighDegree,42.0,0.16,0.0
MARNET,20,1,Random,41.94,0.0,0.0
MARNET,20,3,Greedy,5.07,0.0,0.0
MARNET,20,3,LocalSearch,5.07,0.0,0.0
MARNET,20,3,Betweenness,41.28,714.05,0.0
MARNET,20,3,HighDegree,41.28,714.05,0.0
MARNET,20,3,Random,5.15,1.64,0.0
MARNET,20,5,Greedy,1.57,0.0,0.0
MARNET,20,5,LocalSearch,1.57,0.0,0.0
MARNET,20,5,Betweenness,27.38,1646.01,0.0
MARNET,20,5,HighDegree,41.2,2526.94,0.0
MARNET,20,5,Random,4.43,182.55,0.0
Oxford,20,1,Greedy,345.64,0.0,0.0
Oxford,20,1,LocalSearch,345.64,0.0,0.0
Oxford,20,1,Betweenness,345.64,0.0,0.0
Oxford,20,1,HighDegree,345.64,0.0,0.0
Oxford,20,1,Random,345.64,0.0,0.0
Oxford,20,3,Greedy,30.34,0.0,0.0
Oxford,20,3,LocalSearch,30.34,0.0,0.0
Oxford,20,3,Betweenness,229.68,657.12,0.001
Oxford,20,3,HighDegree,35.98,18.62,0.0
Oxford,20,3,Random,30.34,0.0,0.0
Oxford,20,5,Greedy,6.41,0.0,0.0
Oxford,20,5,LocalSearch,6.41,0.0,0.0
Oxford,20,5,Betweenness,196.42,2965.02,0.0
Oxford,20,5,HighDegree,19.5,204.33,0.0
Oxford,20,5,Random,24.27,278.71,0.0
Quest ,20,1,Greedy,31610.08,0.0,0.0
Quest ,20,1,LocalSearch,31610.08,0.0,0.0
Quest ,20,1,Betweenness,34144.17,8.02,0.0
Quest ,20,1,HighDegree,34144.17,8.02,0.0
Quest ,20,1,Random,31610.08,0.0,0.0
Quest ,20,3,Greedy,3245.24,12.01,0.0
Quest ,20,3,LocalSearch,2897.34,0.0,0.0
Quest ,20,3,Betweenness,9687.91,234.37,0.0
Quest ,20,3,HighDegree,22243.02,667.7,0.0
Quest ,20,3,Random,2897.34,0.0,0.0
Quest ,20,5,Greedy,720.09,90.6,0.0
Quest ,20,5,LocalSearch,377.8,0.0,0.0
Quest ,20,5,Betweenness,1325.46,250.83,0.0
Quest ,20,5,HighDegree,2519.54,566.89,0.0
Quest ,20,5,Random,2177.26,476.29,0.0
TWAREN,20,1,Greedy,190.41,0.0,0.0
TWAREN,20,1,LocalSearch,190.41,0.0,0.0
TWAREN,20,1,Betweenness,361.26,89.73,0.0
TWAREN,20,1,HighDegree,361.26,89.73,0.0
TWAREN,20,1,Random,190.41,0.0,0.0
TWAREN,20,3,Greedy,36.85,23.66,0.0
TWAREN,20,3,LocalSearch,29.8,0.0,0.0
TWAREN,20,3,Betweenness,30.09,0.99,0.0
TWAREN,20,3,HighDegree,30.09,0.99,0.0
TWAREN,20,3,Random,29.96,0.53,0.0
TWAREN,20,5,Greedy,14.57,0.0,0.0
TWAREN,20,5,LocalSearch,14.57,0.0,0.0
TWAREN,20,5,Betweenness,20.2,38.59,0.0
TWAREN,20,5,HighDegree,20.2,38.59,0.0
TWAREN,20,5,Random,15.26,4.73,0.0
ATMnet,21,1,Greedy,12661.74,0.0,0.0
ATMnet,21,1,LocalSearch,12661.74,0.0,0.0
ATMnet,21,1,Betweenness,13527.21,6.84,0.0
ATMnet,21,1,HighDegree,13527.21,6.84,0.0
ATMnet,21,1,Random,12737.85,0.6,0.0
ATMnet,21,3,Greedy,1381.36,0.0,0.0
ATMnet,21,3,LocalSearch,1381.36,0.0,0.0
ATMnet,21,3,Betweenness,9747.84,605.67,0.0
ATMnet,21,3,HighDegree,10925.11,690.89,0.0
ATMnet,21,3,Random,1664.68,20.51,0.0
ATMnet,21,5,Greedy,265.92,0.0,0.0
ATMnet,21,5,LocalSearch,265.92,0.0,0.001
ATMnet,21,5,Betweenness,5306.01,1895.33,0.0
ATMnet,21,5,HighDegree,764.31,187.42,0.0
ATMnet,21,5,Random,512.65,92.78,0.0
BELNET,21,1,Greedy,457.02,0.0,0.0
BELNET,21,1,LocalSearch,457.02,0.0,0.0
BELNET,21,1,Betweenness,464.36,1.61,0.0
BELNET,21,1,HighDegree,464.36,1.61,0.0
BELNET,21,1,Random,464.36,1.61,0.0
BELNET,21,3,Greedy,90.36,0.0,0.0
BELNET,21,3,LocalSearch,90.36,0.0,0.0
BELNET,21,3,Betweenness,333.43,269.02,0.0
BELNET,21,3,HighDegree,333.43,269.02,0.0
BELNET,21,3,Random,110.78,22.6,0.0
BELNET,21,5,Greedy,33.39,0.67,0.0
BELNET,21,5,LocalSearch,33.17,0.0,0.001
BELNET,21,5,Betweenness,197.72,496.06,0.0
BELNET,21,5,HighDegree,133.94,303.78,0.0
BELNET,21,5,Random,60.46,82.26,0.0
BELNET,21,1,Greedy,457.02,0.0,0.001
BELNET,21,1,LocalSearch,457.02,0.0,0.0
BELNET,21,1,Betweenness,464.36,1.61,0.0
BELNET,21,1,HighDegree,464.36,1.61,0.0
BELNET,21,1,Random,464.36,1.61,0.0
BELNET,21,3,Greedy,90.36,0.0,0.0
BELNET,21,3,LocalSearch,90.36,0.0,0.0
BELNET,21,3,Betweenness,333.43,269.02,0.0
BELNET,21,3,HighDegree,333.43,269.02,0.0
BELNET,21,3,Random,110.78,22.6,0.0
BELNET,21,5,Greedy,33.39,0.67,0.0
BELNET,21,5,LocalSearch,33.17,0.0,0.001
BELNET,21,5,Betweenness,197.72,496.06,0.0
BELNET,21,5,HighDegree,133.94,303.78,0.0
BELNET,21,5,Random,60.46,82.26,0.0
BELNET,21,1,Greedy,374.92,0.0,0.0
BELNET,21,1,LocalSearch,374.92,0.0,0.0
BELNET,21,1,Betweenness,374.92,0.0,0.0
BELNET,21,1,HighDegree,374.92,0.0,0.0
BELNET,21,1,Random,374.92,0.0,0.0
BELNET,21,3,Greedy,81.23,0.0,0.0
BELNET,21,3,LocalSearch,81.23,0.0,0.0
BELNET,21,3,Betweenness,374.92,361.53,0.0
BELNET,21,3,HighDegree,248.28,205.64,0.0
BELNET,21,3,Random,81.23,0.0,0.0
BELNET,21,5,Greedy,24.33,0.0,0.0
BELNET,21,5,LocalSearch,24.33,0.0,0.0
BELNET,21,5,Betweenness,187.34,669.95,0.0
BELNET,21,5,HighDegree,181.62,646.43,0.0
BELNET,21,5,Random,25.32,4.04,0.0
GTS Romania,21,1,Greedy,1980.71,0.0,0.0
GTS Romania,21,1,LocalSearch,1980.71,0.0,0.0
GTS Romania,21,1,Betweenness,1980.71,0.0,0.0
GTS Romania,21,1,HighDegree,1980.71,0.0,0.0
GTS Romania,21,1,Random,1980.71,0.0,0.0
GTS Romania,21,3,Greedy,181.85,0.0,0.001
GTS Romania,21,3,LocalSearch,181.85,0.0,0.0
GTS Romania,21,3,Betweenness,181.85,0.0,0.0
GTS Romania,21,3,HighDegree,181.85,0.0,0.0
GTS Romania,21,3,Random,181.85,0.0,0.0
GTS Romania,21,5,Greedy,74.89,0.0,0.0
GTS Romania,21,5,LocalSearch,74.89,0.0,0.0
GTS Romania,21,5,Betweenness,174.64,133.19,0.0
GTS Romania,21,5,HighDegree,174.64,133.19,0.0
GTS Romania,21,5,Random,102.88,37.37,0.0
HARNET,21,1,Greedy,146.64,0.0,0.0
HARNET,21,1,LocalSearch,146.64,0.0,0.0
HARNET,21,1,Betweenness,146.64,0.0,0.0
HARNET,21,1,HighDegree,154.9,5.63,0.0
HARNET,21,1,Random,152.96,4.31,0.0
HARNET,21,3,Greedy,33.69,80.74,0.0
HARNET,21,3,LocalSearch,18.64,0.0,0.0
HARNET,21,3,Betweenness,38.22,105.01,0.0
HARNET,21,3,HighDegree,38.22,105.01,0.0
HARNET,21,3,Random,25.95,39.21,0.0
HARNET,21,5,Greedy,8.5,7.18,0.0
HARNET,21,5,LocalSearch,7.93,0.0,0.0
HARNET,21,5,Betweenness,28.01,253.4,0.0
HARNET,21,5,HighDegree,8.5,7.18,0.0
HARNET,21,5,Random,12.6,59.01,0.0
Packet Exchange,21,1,Greedy,27496.98,0.0,0.0
Packet Exchange,21,1,LocalSearch,27496.98,0.0,0.0
Packet Exchange,21,1,Betweenness,27496.98,0.0,0.0
Packet Exchange,21,1,HighDegree,51413.87,86.98,0.0
Packet Exchange,21,1,Random,27496.98,0.0,0.0
Packet Exchange,21,3,Greedy,3622.03,0.0,0.0
Packet Exchange,21,3,LocalSearch,3622.03,0.0,0.0
Packet Exchange,21,3,Betweenness,6069.89,67.58,0.0
Packet Exchange,21,3,HighDegree,3622.03,0.0,0.0
Packet Exchange,21,3,Random,3636.13,0.39,0.0
Packet Exchange,21,5,Greedy,638.41,69.55,0.0
Packet Exchange,21,5,LocalSearch,376.53,0.0,0.0
Packet Exchange,21,5,Betweenness,6069.89,1512.07,0.0
Packet Exchange,21,5,HighDegree,931.67,147.44,0.0
Packet Exchange,21,5,Random,376.53,0.0,0.0
Azrena,22,1,Greedy,119.88,0.0,0.0
Azrena,22,1,LocalSearch,119.88,0.0,0.0
Azrena,22,1,Betweenness,119.88,0.0,0.0
Azrena,22,1,HighDegree,119.88,0.0,0.0
Azrena,22,1,Random,124.04,3.48,0.0
Azrena,22,3,Greedy,38.52,0.0,0.0
Azrena,22,3,LocalSearch,38.52,0.0,0.0
Azrena,22,3,Betweenness,94.46,145.23,0.0
Azrena,22,3,HighDegree,95.6,148.21,0.0
Azrena,22,3,Random,47.13,22.35,0.0
Azrena,22,5,Greedy,21.24,1.29,0.0
Azrena,22,5,LocalSearch,20.97,0.0,0.0
Azrena,22,5,Betweenness,31.01,47.92,0.0
Azrena,22,5,HighDegree,31.01,47.92,0.0
Azrena,22,5,Random,21.59,2.98,0.0
Bandcon ,22,1,Greedy,0.0,0.0,0.0
Bandcon ,22,1,LocalSearch,0.0,0.0,0.0
Bandcon ,22,1,Betweenness,27941.6,0.0,0.0
Bandcon ,22,1,HighDegree,29307.26,0.0,0.0
Bandcon ,22,1,Random,0.0,0.0,0.0
Bandcon ,22,3,Greedy,0.0,0.0,0.0
Bandcon ,22,3,LocalSearch,0.0,0.0,0.0
Bandcon ,22,3,Betweenness,3482.6,0.0,0.0
Bandcon ,22,3,HighDegree,26911.99,0.0,0.0
Bandcon ,22,3,Random,0.0,0.0,0.0
Bandcon ,22,5,Greedy,0.0,0.0,0.0
Bandcon ,22,5,LocalSearch,0.0,0.0,0.0
Bandcon ,22,5,Betweenness,109.74,0.0,0.0
Bandcon ,22,5,HighDegree,24568.74,0.0,0.0
Bandcon ,22,5,Random,0.0,0.0,0.0
BELNET,22,1,Greedy,209.88,0.0,0.0
BELNET,22,1,LocalSearch,209.88,0.0,0.0
BELNET,22,1,Betweenness,209.88,0.0,0.0
BELNET,22,1,HighDegree,209.88,0.0,0.0
BELNET,22,1,Random,209.88,0.0,0.0
BELNET,22,3,Greedy,24.53,0.0,0.0
BELNET,22,3,LocalSearch,24.53,0.0,0.0
BELNET,22,3,Betweenness,209.88,755.64,0.0
BELNET,22,3,HighDegree,209.88,755.64,0.0
BELNET,22,3,Random,29.19,19.0,0.0
BELNET,22,5,Greedy,2.96,0.0,0.0
BELNET,22,5,LocalSearch,2.96,0.0,0.0
BELNET,22,5,Betweenness,70.79,2287.81,0.0
BELNET,22,5,HighDegree,209.88,6979.22,0.0
BELNET,22,5,Random,10.27,246.45,0.0
GARR,22,1,Greedy,2146.84,0.0,0.0
GARR,22,1,LocalSearch,2146.84,0.0,0.0
GARR,22,1,Betweenness,2933.31,36.63,0.0
GARR,22,1,HighDegree,2933.31,36.63,0.0
GARR,22,1,Random,2146.84,0.0,0.0
GARR,22,3,Greedy,271.29,0.0,0.0
GARR,22,3,LocalSearch,271.29,0.0,0.0
GARR,22,3,Betweenness,324.57,19.64,0.0
GARR,22,3,HighDegree,324.57,19.64,0.0
GARR,22,3,Random,273.22,0.71,0.0
GARR,22,5,Greedy,143.69,0.0,0.0
GARR,22,5,LocalSearch,143.69,0.0,0.0
GARR,22,5,Betweenness,176.45,22.8,0.0
GARR,22,5,HighDegree,176.45,22.8,0.0
GARR,22,5,Random,177.16,23.3,0.0
GARR,22,1,Greedy,2066.45,0.0,0.0
GARR,22,1,LocalSearch,2066.45,0.0,0.0
GARR,22,1,Betweenness,2809.16,35.94,0.0
GARR,22,1,HighDegree,2809.16,35.94,0.0
GARR,22,1,Random,2066.45,0.0,0.0
GARR,22,3,Greedy,281.57,0.0,0.0
GARR,22,3,LocalSearch,281.57,0.0,0.0
GARR,22,3,Betweenness,281.57,0.0,0.0
GARR,22,3,HighDegree,281.57,0.0,0.0
GARR,22,3,Random,281.57,0.0,0.0
GARR,22,5,Greedy,140.06,0.0,0.0
GARR,22,5,LocalSearch,140.06,0.0,0.0
GARR,22,5,Betweenness,173.92,24.18,0.0
GARR,22,5,HighDegree,173.92,24.18,0.0
GARR,22,5,Random,201.34,43.76,0.0
Hibernia Atlantic (US),22,1,Greedy,4589.7,0.0,0.0
Hibernia Atlantic (US),22,1,LocalSearch,4589.7,0.0,0.0
Hibernia Atlantic (US),22,1,Betweenness,4589.7,0.0,0.0
Hibernia Atlantic (US),22,1,HighDegree,4589.7,0.0,0.0
Hibernia Atlantic (US),22,1,Random,4589.7,0.0,0.0
Hibernia Atlantic (US),22,3,Greedy,0.0,0.0,0.0
Hibernia Atlantic (US),22,3,LocalSearch,0.0,0.0,0.0
Hibernia Atlantic (US),22,3,Betweenness,4589.7,0.0,0.0
Hibernia Atlantic (US),22,3,HighDegree,4589.7,0.0,0.0
Hibernia Atlantic (US),22,3,Random,782.08,0.0,0.0
Hibernia Atlantic (US),22,5,Greedy,0.0,0.0,0.0
Hibernia Atlantic (US),22,5,LocalSearch,0.0,0.0,0.0
Hibernia Atlantic (US),22,5,Betweenness,4589.7,0.0,0.0
Hibernia Atlantic (US),22,5,HighDegree,782.08,0.0,0.0
Hibernia Atlantic (US),22,5,Random,0.0,0.0,0.0
AboveNet,23,1,Greedy,12026.5,0.0,0.0
AboveNet,23,1,LocalSearch,12026.5,0.0,0.0
AboveNet,23,1,Betweenness,12026.5,0.0,0.0
AboveNet,23,1,HighDegree,12026.5,0.0,0.0
AboveNet,23,1,Random,12026.5,0.0,0.0
AboveNet,23,3,Greedy,1549.74,0.0,0.0
AboveNet,23,3,LocalSearch,1549.74,0.0,0.001
AboveNet,23,3,Betweenness,8686.18,460.49,0.0
AboveNet,23,3,HighDegree,8686.18,460.49,0.0
AboveNet,23,3,Random,4716.35,204.33,0.0
AboveNet,23,5,Greedy,75.54,0.0,0.0
AboveNet,23,5,LocalSearch,75.54,0.0,0.0
AboveNet,23,5,Betweenness,8613.64,11303.01,0.0
AboveNet,23,5,HighDegree,4716.35,6143.66,0.0
AboveNet,23,5,Random,178.64,136.48,0.0
ACOnet,23,1,Greedy,22.42,0.0,0.0
ACOnet,23,1,LocalSearch,22.42,0.0,0.0
ACOnet,23,1,Betweenness,22.42,0.0,0.0
ACOnet,23,1,HighDegree,22.42,0.0,0.0
ACOnet,23,1,Random,22.42,0.0,0.0
ACOnet,23,3,Greedy,4.5,0.0,0.0
ACOnet,23,3,LocalSearch,4.5,0.0,0.0
ACOnet,23,3,Betweenness,22.42,398.38,0.0
ACOnet,23,3,HighDegree,22.42,398.38,0.0
ACOnet,23,3,Random,4.5,0.0,0.0
ACOnet,23,5,Greedy,0.0,0.0,0.0
ACOnet,23,5,LocalSearch,0.0,0.0,0.0
ACOnet,23,5,Betweenness,22.42,0.0,0.0
ACOnet,23,5,HighDegree,22.42,0.0,0.0
ACOnet,23,5,Random,0.94,0.0,0.0
BELNET,23,1,Greedy,27.76,0.0,0.0
BELNET,23,1,LocalSearch,27.76,0.0,0.0
BELNET,23,1,Betweenness,27.76,0.0,0.0
BELNET,23,1,HighDegree,27.76,0.0,0.0
BELNET,23,1,Random,27.76,0.0,0.0
BELNET,23,3,Greedy,6.99,0.0,0.0
BELNET,23,3,LocalSearch,6.99,0.0,0.0
BELNET,23,3,Betweenness,27.76,297.06,0.0
BELNET,23,3,HighDegree,27.76,297.06,0.0
BELNET,23,3,Random,15.64,123.67,0.0
BELNET,23,5,Greedy,0.0,0.0,0.0
BELNET,23,5,LocalSearch,0.0,0.0,0.0
BELNET,23,5,Betweenness,27.76,0.0,0.0
BELNET,23,5,HighDegree,27.76,0.0,0.0
BELNET,23,5,Random,4.76,0.0,0.0
BELNET,23,1,Greedy,27.76,0.0,0.0
BELNET,23,1,LocalSearch,27.76,0.0,0.0
BELNET,23,1,Betweenness,27.76,0.0,0.0
BELNET,23,1,HighDegree,27.76,0.0,0.0
BELNET,23,1,Random,27.76,0.0,0.0
BELNET,23,3,Greedy,6.99,0.0,0.0
BELNET,23,3,LocalSearch,6.99,0.0,0.001
BELNET,23,3,Betweenness,27.76,297.06,0.0
BELNET,23,3,HighDegree,27.76,297.06,0.0
BELNET,23,3,Random,15.64,123.67,0.0
BELNET,23,5,Greedy,0.0,0.0,0.0
BELNET,23,5,LocalSearch,0.0,0.0,0.0
BELNET,23,5,Betweenness,27.76,0.0,0.0
BELNET,23,5,HighDegree,27.76,0.0,0.0
BELNET,23,5,Random,4.76,0.0,0.0
BELNET,23,1,Greedy,26.61,0.0,0.0
BELNET,23,1,LocalSearch,26.61,0.0,0.0
BELNET,23,1,Betweenness,26.61,0.0,0.0
BELNET,23,1,HighDegree,26.61,0.0,0.0
BELNET,23,1,Random,26.61,0.0,0.0
BELNET,23,3,Greedy,0.0,0.0,0.0
BELNET,23,3,LocalSearch,0.0,0.0,0.0
BELNET,23,3,Betweenness,26.61,0.0,0.0
BELNET,23,3,HighDegree,26.61,0.0,0.0
BELNET,23,3,Random,7.55,0.0,0.0
BELNET,23,5,Greedy,0.0,0.0,0.0
BELNET,23,5,LocalSearch,0.0,0.0,0.0
BELNET,23,5,Betweenness,26.61,0.0,0.0
BELNET,23,5,HighDegree,26.61,0.0,0.0
BELNET,23,5,Random,7.55,0.0,0.0
BELNET,23,1,Greedy,26.61,0.0,0.0
BELNET,23,1,LocalSearch,26.61,0.0,0.0
BELNET,23,1,Betweenness,26.61,0.0,0.0
BELNET,23,1,HighDegree,26.61,0.0,0.0
BELNET,23,1,Random,26.61,0.0,0.0
BELNET,23,3,Greedy,0.0,0.0,0.0
BELNET,23,3,LocalSearch,0.0,0.0,0.0
BELNET,23,3,Betweenness,26.61,0.0,0.001
BELNET,23,3,HighDegree,26.61,0.0,0.0
BELNET,23,3,Random,7.55,0.0,0.0
BELNET,23,5,Greedy,0.0,0.0,0.0
BELNET,23,5,LocalSearch,0.0,0.0,0.0
BELNET,23,5,Betweenness,26.61,0.0,0.0
BELNET,23,5,HighDegree,26.61,0.0,0.0
BELNET,23,5,Random,7.55,0.0,0.0
CESNET,23,1,Greedy,1064.32,0.0,0.0
CESNET,23,1,LocalSearch,1064.32,0.0,0.0
CESNET,23,1,Betweenness,1064.32,0.0,0.0
CESNET,23,1,HighDegree,1064.32,0.0,0.0
CESNET,23,1,Random,1064.32,0.0,0.0
CESNET,23,3,Greedy,96.13,0.0,0.0
CESNET,23,3,LocalSearch,96.13,0.0,0.0
CESNET,23,3,Betweenness,161.75,68.25,0.001
CESNET,23,3,HighDegree,161.75,68.25,0.0
CESNET,23,3,Random,97.43,1.35,0.0
CESNET,23,5,Greedy,50.73,8.47,0.0
CESNET,23,5,LocalSearch,46.77,0.0,0.0
CESNET,23,5,Betweenness,46.77,0.0,0.0
CESNET,23,5,HighDegree,69.53,48.67,0.0
CESNET,23,5,Random,56.73,21.29,0.0
FCCN,23,1,Greedy,1489.35,0.0,0.0
FCCN,23,1,LocalSearch,1489.35,0.0,0.0
FCCN,23,1,Betweenness,1858.82,24.81,0.0
FCCN,23,1,HighDegree,1858.82,24.81,0.0
FCCN,23,1,Random,1489.35,0.0,0.0
FCCN,23,3,Greedy,461.34,86.03,0.0
FCCN,23,3,LocalSearch,248.0,0.0,0.001
FCCN,23,3,Betweenness,468.81,89.04,0.0
FCCN,23,3,HighDegree,468.81,89.04,0.0
FCCN,23,3,Random,263.61,6.3,0.0
FCCN,23,5,Greedy,95.02,14.7,0.0
