topology,nodes,k,method,objective,pct_above_best,time_sec
Tinet,53,5,Greedy,518.37,0.0,0.0
Tinet,53,5,LocalSearch,518.37,0.0,0.002
Tinet,53,5,Betweenness,105215.87,20197.27,0.0
Tinet,53,5,HighDegree,105215.87,20197.27,0.0
Tinet,53,5,Random,1951.53,276.47,0.0
GARR,54,1,Greedy,4822.99,0.0,0.0
GARR,54,1,LocalSearch,4822.99,0.0,0.0
GARR,54,1,Betweenness,5546.22,15.0,0.001
GARR,54,1,HighDegree,7278.69,50.92,0.0
GARR,54,1,Random,5191.12,7.63,0.0
GARR,54,3,Greedy,1111.21,15.66,0.0
GARR,54,3,LocalSearch,960.75,0.0,0.0
GARR,54,3,Betweenness,1542.08,60.51,0.001
GARR,54,3,HighDegree,1779.96,85.27,0.0
GARR,54,3,Random,1059.6,10.29,0.0
GARR,54,5,Greedy,485.35,50.6,0.0
GARR,54,5,LocalSearch,322.27,0.0,0.001
GARR,54,5,Betweenness,741.75,130.16,0.001
GARR,54,5,HighDegree,1540.34,377.96,0.0
GARR,54,5,Random,600.66,86.38,0.0
GARR,54,1,Greedy,4822.99,0.0,0.0
GARR,54,1,LocalSearch,4822.99,0.0,0.001
GARR,54,1,Betweenness,5546.22,15.0,0.0
GARR,54,1,HighDegree,7278.69,50.92,0.0
GARR,54,1,Random,5191.12,7.63,0.0
GARR,54,3,Greedy,1111.21,15.66,0.0
GARR,54,3,LocalSearch,960.75,0.0,0.0
GARR,54,3,Betweenness,1542.08,60.51,0.0
GARR,54,3,HighDegree,1779.96,85.27,0.0
GARR,54,3,Random,1059.6,10.29,0.0
GARR,54,5,Greedy,485.35,50.6,0.0
GARR,54,5,LocalSearch,322.27,0.0,0.001
GARR,54,5,Betweenness,741.75,130.16,0.0
GARR,54,5,HighDegree,1540.34,377.96,0.0
GARR,54,5,Random,600.66,86.38,0.0
GARR,54,1,Greedy,4908.65,0.0,0.0
GARR,54,1,LocalSearch,4908.65,0.0,0.0
GARR,54,1,Betweenness,5745.82,17.06,0.001
GARR,54,1,HighDegree,7061.35,43.86,0.0
GARR,54,1,Random,5236.66,6.68,0.0
GARR,54,3,Greedy,1112.51,14.55,0.0
GARR,54,3,LocalSearch,971.23,0.0,0.0
GARR,54,3,Betweenness,1527.25,57.25,0.001
GARR,54,3,HighDegree,1791.64,84.47,0.0
GARR,54,3,Random,973.58,0.24,0.0
GARR,54,5,Greedy,482.69,55.3,0.0
GARR,54,5,LocalSearch,310.81,0.0,0.002
GARR,54,5,Betweenness,720.84,131.92,0.001
GARR,54,5,HighDegree,1525.51,390.82,0.0
GARR,54,5,Random,375.68,20.87,0.0
GARR,54,1,Greedy,4908.65,0.0,0.0
GARR,54,1,LocalSearch,4908.65,0.0,0.0
GARR,54,1,Betweenness,5745.82,17.06,0.001
GARR,54,1,HighDegree,7061.35,43.86,0.0
GARR,54,1,Random,5236.66,6.68,0.0
GARR,54,3,Greedy,1112.51,14.55,0.0
GARR,54,3,LocalSearch,971.23,0.0,0.002
GARR,54,3,Betweenness,1527.25,57.25,0.001
GARR,54,3,HighDegree,1791.64,84.47,0.0
GARR,54,3,Random,973.58,0.24,0.0
GARR,54,5,Greedy,482.69,55.3,0.0
GARR,54,5,LocalSearch,310.81,0.0,0.001
GARR,54,5,Betweenness,720.84,131.92,0.001
GARR,54,5,HighDegree,1525.51,390.82,0.0
GARR,54,5,Random,375.68,20.87,0.0
GARR,54,1,Greedy,4908.65,0.0,0.0
GARR,54,1,LocalSearch,4908.65,0.0,0.0
GARR,54,1,Betweenness,5745.82,17.06,0.001
GARR,54,1,HighDegree,7061.35,43.86,0.0
GARR,54,1,Random,5236.66,6.68,0.0
GARR,54,3,Greedy,1112.51,14.55,0.0
GARR,54,3,LocalSearch,971.23,0.0,0.0
GARR,54,3,Betweenness,1527.25,57.25,0.001
GARR,54,3,HighDegree,1791.64,84.47,0.0
GARR,54,3,Random,973.58,0.24,0.0
GARR,54,5,Greedy,482.69,55.3,0.0
GARR,54,5,LocalSearch,310.81,0.0,0.002
GARR,54,5,Betweenness,720.84,131.92,0.0
GARR,54,5,HighDegree,1525.51,390.82,0.0
GARR,54,5,Random,375.68,20.87,0.0
GARR,54,1,Greedy,4908.65,0.0,0.0
GARR,54,1,LocalSearch,4908.65,0.0,0.001
GARR,54,1,Betweenness,5745.82,17.06,0.0
GARR,54,1,HighDegree,7061.35,43.86,0.0
GARR,54,1,Random,5236.66,6.68,0.0
GARR,54,3,Greedy,1112.51,14.55,0.0
GARR,54,3,LocalSearch,971.23,0.0,0.0
GARR,54,3,Betweenness,1527.25,57.25,0.001
GARR,54,3,HighDegree,1791.64,84.47,0.0
GARR,54,3,Random,973.58,0.24,0.0
GARR,54,5,Greedy,482.69,55.3,0.0
GARR,54,5,LocalSearch,310.81,0.0,0.003
GARR,54,5,Betweenness,720.84,131.92,0.001
GARR,54,5,HighDegree,1525.51,390.82,0.0
GARR,54,5,Random,375.68,20.87,0.0
GARR,55,1,Greedy,4856.35,0.0,0.0
GARR,55,1,LocalSearch,4856.35,0.0,0.0
GARR,55,1,Betweenness,5630.29,15.94,0.001
GARR,55,1,HighDegree,7314.21,50.61,0.0
GARR,55,1,Random,4856.35,0.0,0.0
GARR,55,3,Greedy,1139.0,16.56,0.0
GARR,55,3,LocalSearch,977.16,0.0,0.001
GARR,55,3,Betweenness,1500.11,53.52,0.001
GARR,55,3,HighDegree,1773.21,81.47,0.0
GARR,55,3,Random,1003.49,2.69,0.0
GARR,55,5,Greedy,507.5,56.22,0.0
GARR,55,5,LocalSearch,324.85,0.0,0.001
GARR,55,5,Betweenness,727.12,123.83,0.0
GARR,55,5,HighDegree,1498.48,361.28,0.0
GARR,55,5,Random,686.87,111.44,0.0
GARR,55,1,Greedy,4844.51,0.0,0.0
GARR,55,1,LocalSearch,4844.51,0.0,0.0
GARR,55,1,Betweenness,5606.1,15.72,0.001
GARR,55,1,HighDegree,7342.79,51.57,0.0
GARR,55,1,Random,4844.51,0.0,0.0
GARR,55,3,Greedy,1144.44,16.44,0.0
GARR,55,3,LocalSearch,982.83,0.0,0.001
GARR,55,3,Betweenness,1500.11,52.63,0.002
GARR,55,3,HighDegree,1775.99,80.7,0.0
GARR,55,3,Random,1010.72,2.84,0.0
GARR,55,5,Greedy,514.27,55.95,0.0
GARR,55,5,LocalSearch,329.77,0.0,0.003
GARR,55,5,Betweenness,731.56,121.84,0.001
GARR,55,5,HighDegree,1498.48,354.4,0.0
GARR,55,5,Random,691.56,109.71,0.0
GARR,55,1,Greedy,4864.92,0.0,0.0
GARR,55,1,LocalSearch,4864.92,0.0,0.0
GARR,55,1,Betweenness,5661.24,16.37,0.0
GARR,55,1,HighDegree,7426.17,52.65,0.0
GARR,55,1,Random,4864.92,0.0,0.0
GARR,55,3,Greedy,1148.31,18.46,0.0
GARR,55,3,LocalSearch,969.37,0.0,0.001
GARR,55,3,Betweenness,1470.69,51.72,0.0
GARR,55,3,HighDegree,1755.85,81.13,0.0
GARR,55,3,Random,1021.75,5.4,0.0
GARR,55,5,Greedy,512.69,55.32,0.0
GARR,55,5,LocalSearch,330.08,0.0,0.002
GARR,55,5,Betweenness,733.3,122.16,0.001
GARR,55,5,HighDegree,1469.04,345.06,0.0
GARR,55,5,Random,690.52,109.2,0.0
GARR,55,1,Greedy,4864.92,0.0,0.0
GARR,55,1,LocalSearch,4864.92,0.0,0.0
GARR,55,1,Betweenness,5661.24,16.37,0.001
GARR,55,1,HighDegree,7426.17,52.65,0.0
GARR,55,1,Random,4864.92,0.0,0.0
GARR,55,3,Greedy,1148.31,18.46,0.0
GARR,55,3,LocalSearch,969.37,0.0,0.0
GARR,55,3,Betweenness,1470.69,51.72,0.001
GARR,55,3,HighDegree,1755.85,81.13,0.0
GARR,55,3,Random,1021.75,5.4,0.0
GARR,55,5,Greedy,512.69,55.32,0.0
GARR,55,5,LocalSearch,330.08,0.0,0.002
GARR,55,5,Betweenness,733.3,122.16,0.001
GARR,55,5,HighDegree,1469.04,345.06,0.0
GARR,55,5,Random,690.52,109.2,0.0
Hibernia Atlantic ,55,1,Greedy,53493.47,0.0,0.0
Hibernia Atlantic ,55,1,LocalSearch,53493.47,0.0,0.0
Hibernia Atlantic ,55,1,Betweenness,53493.47,0.0,0.001
Hibernia Atlantic ,55,1,HighDegree,57249.54,7.02,0.0
Hibernia Atlantic ,55,1,Random,53493.47,0.0,0.0
Hibernia Atlantic ,55,3,Greedy,3327.32,112.83,0.0
Hibernia Atlantic ,55,3,LocalSearch,1563.35,0.0,0.001
Hibernia Atlantic ,55,3,Betweenness,47865.63,2961.74,0.001
Hibernia Atlantic ,55,3,HighDegree,56612.63,3521.24,0.0
Hibernia Atlantic ,55,3,Random,2147.7,37.38,0.0
Hibernia Atlantic ,55,5,Greedy,1070.49,40.02,0.0
Hibernia Atlantic ,55,5,LocalSearch,764.53,0.0,0.002
Hibernia Atlantic ,55,5,Betweenness,5985.79,682.93,0.001
Hibernia Atlantic ,55,5,HighDegree,52295.81,6740.22,0.0
Hibernia Atlantic ,55,5,Random,1290.69,68.82,0.0
GARR,56,1,Greedy,4849.27,0.0,0.0
GARR,56,1,LocalSearch,4849.27,0.0,0.0
GARR,56,1,Betweenness,5776.46,19.12,0.001
GARR,56,1,HighDegree,7186.52,48.2,0.0
GARR,56,1,Random,4849.27,0.0,0.0
GARR,56,3,Greedy,1165.05,17.43,0.0
GARR,56,3,LocalSearch,992.11,0.0,0.001
GARR,56,3,Betweenness,1480.63,49.24,0.0
GARR,56,3,HighDegree,1768.93,78.3,0.0
GARR,56,3,Random,1346.17,35.69,0.0
GARR,56,5,Greedy,535.94,60.51,0.0
GARR,56,5,LocalSearch,333.9,0.0,0.003
GARR,56,5,Betweenness,728.47,118.17,0.001
GARR,56,5,HighDegree,1479.02,342.96,0.0
GARR,56,5,Random,690.76,106.88,0.0
GARR,56,1,Greedy,4849.27,0.0,0.0
GARR,56,1,LocalSearch,4849.27,0.0,0.0
GARR,56,1,Betweenness,5776.46,19.12,0.001
GARR,56,1,HighDegree,7186.52,48.2,0.0
GARR,56,1,Random,4849.27,0.0,0.0
GARR,56,3,Greedy,1165.05,17.43,0.0
GARR,56,3,LocalSearch,992.11,0.0,0.0
GARR,56,3,Betweenness,1480.63,49.24,0.0
GARR,56,3,HighDegree,1768.93,78.3,0.0
GARR,56,3,Random,1346.17,35.69,0.0
GARR,56,5,Greedy,535.94,60.51,0.0
GARR,56,5,LocalSearch,333.9,0.0,0.001
GARR,56,5,Betweenness,728.47,118.17,0.0
GARR,56,5,HighDegree,1479.02,342.96,0.0
GARR,56,5,Random,690.76,106.88,0.0
GARR,56,1,Greedy,4849.27,0.0,0.0
GARR,56,1,LocalSearch,4849.27,0.0,0.0
GARR,56,1,Betweenness,5776.46,19.12,0.0
GARR,56,1,HighDegree,7186.52,48.2,0.0
GARR,56,1,Random,4849.27,0.0,0.0
GARR,56,3,Greedy,1165.05,17.43,0.0
GARR,56,3,LocalSearch,992.11,0.0,0.0
GARR,56,3,Betweenness,1480.63,49.24,0.0
GARR,56,3,HighDegree,1768.93,78.3,0.0
GARR,56,3,Random,1346.17,35.69,0.0
GARR,56,5,Greedy,535.94,60.51,0.0
GARR,56,5,LocalSearch,333.9,0.0,0.001
GARR,56,5,Betweenness,728.47,118.17,0.001
GARR,56,5,HighDegree,1479.02,342.96,0.0
GARR,56,5,Random,690.76,106.88,0.0
GARR,57,1,Greedy,5081.03,0.0,0.0
GARR,57,1,LocalSearch,5081.03,0.0,0.0
GARR,57,1,Betweenness,5892.87,15.98,0.0
GARR,57,1,HighDegree,7656.62,50.69,0.0
GARR,57,1,Random,5081.03,0.0,0.0
GARR,57,3,Greedy,1149.41,15.32,0.0
GARR,57,3,LocalSearch,996.75,0.0,0.0
GARR,57,3,Betweenness,1609.72,61.5,0.0
GARR,57,3,HighDegree,1900.76,90.7,0.0
GARR,57,3,Random,1063.88,6.74,0.0
GARR,57,5,Greedy,491.19,49.19,0.0
GARR,57,5,LocalSearch,329.25,0.0,0.002
GARR,57,5,Betweenness,702.41,113.34,0.001
GARR,57,5,HighDegree,1608.07,388.4,0.0
GARR,57,5,Random,671.99,104.1,0.0
DFN,58,1,Greedy,3350.84,0.0,0.0
DFN,58,1,LocalSearch,3350.84,0.0,0.0
DFN,58,1,Betweenness,3739.06,11.59,0.001
DFN,58,1,HighDegree,3739.06,11.59,0.0
DFN,58,1,Random,3350.84,0.0,0.0
DFN,58,3,Greedy,541.79,0.0,0.0
DFN,58,3,LocalSearch,541.79,0.0,0.001
DFN,58,3,Betweenness,541.79,0.0,0.001
DFN,58,3,HighDegree,541.79,0.0,0.0
DFN,58,3,Random,783.58,44.63,0.0
DFN,58,5,Greedy,174.93,0.0,0.0
DFN,58,5,LocalSearch,174.93,0.0,0.002
DFN,58,5,Betweenness,488.31,179.15,0.0
DFN,58,5,HighDegree,488.31,179.15,0.0
DFN,58,5,Random,296.18,69.31,0.0
GARR,58,1,Greedy,5166.41,0.0,0.0
GARR,58,1,LocalSearch,5166.41,0.0,0.0
GARR,58,1,Betweenness,6067.15,17.43,0.001
GARR,58,1,HighDegree,7539.84,45.94,0.0
GARR,58,1,Random,5514.52,6.74,0.0
GARR,58,3,Greedy,1173.56,18.37,0.0
GARR,58,3,LocalSearch,991.42,0.0,0.001
GARR,58,3,Betweenness,1622.81,63.69,0.0
GARR,58,3,HighDegree,1905.94,92.24,0.0
GARR,58,3,Random,1069.79,7.9,0.0
GARR,58,5,Greedy,487.06,46.77,0.0
GARR,58,5,LocalSearch,331.86,0.0,0.001
GARR,58,5,Betweenness,705.07,112.46,0.001
GARR,58,5,HighDegree,1621.2,388.52,0.0
GARR,58,5,Random,354.1,6.7,0.0
GARR,59,1,Greedy,5002.78,0.0,0.0
GARR,59,1,LocalSearch,5002.78,0.0,0.0
GARR,59,1,Betweenness,5918.82,18.31,0.0
GARR,59,1,HighDegree,7257.96,45.08,0.0
GARR,59,1,Random,5374.21,7.42,0.0
GARR,59,3,Greedy,1207.89,25.24,0.0
GARR,59,3,LocalSearch,964.45,0.0,0.0
GARR,59,3,Betweenness,1647.27,70.8,0.001
GARR,59,3,HighDegree,1647.27,70.8,0.0
GARR,59,3,Random,1122.46,16.38,0.0
GARR,59,5,Greedy,500.24,48.54,0.0
GARR,59,5,LocalSearch,336.78,0.0,0.002
GARR,59,5,Betweenness,403.12,19.7,0.001
GARR,59,5,HighDegree,1645.68,388.65,0.0
GARR,59,5,Random,581.96,72.8,0.0
GARR,59,1,Greedy,5065.98,0.0,0.0
GARR,59,1,LocalSearch,5065.98,0.0,0.0
GARR,59,1,Betweenness,5940.31,17.26,0.001
GARR,59,1,HighDegree,7538.89,48.81,0.0
GARR,59,1,Random,5468.45,7.94,0.0
GARR,59,3,Greedy,1228.63,27.92,0.0
GARR,59,3,LocalSearch,960.49,0.0,0.0
GARR,59,3,Betweenness,1626.95,69.39,0.001
GARR,59,3,HighDegree,1626.95,69.39,0.0
GARR,59,3,Random,1149.75,19.7,0.0
GARR,59,5,Greedy,511.87,50.59,0.0
GARR,59,5,LocalSearch,339.9,0.0,0.002
GARR,59,5,Betweenness,401.18,18.03,0.001
GARR,59,5,HighDegree,1625.34,378.18,0.0
GARR,59,5,Random,582.37,71.33,0.0
GARR,59,1,Greedy,5065.98,0.0,0.0
GARR,59,1,LocalSearch,5065.98,0.0,0.0
GARR,59,1,Betweenness,5940.31,17.26,0.001
GARR,59,1,HighDegree,7538.89,48.81,0.0
GARR,59,1,Random,5468.45,7.94,0.0
GARR,59,3,Greedy,1228.63,27.92,0.0
GARR,59,3,LocalSearch,960.49,0.0,0.001
GARR,59,3,Betweenness,1626.95,69.39,0.0
GARR,59,3,HighDegree,1626.95,69.39,0.0
GARR,59,3,Random,1149.75,19.7,0.0
GARR,59,5,Greedy,511.87,50.59,0.0
GARR,59,5,LocalSearch,339.9,0.0,0.001
GARR,59,5,Betweenness,401.18,18.03,0.001
GARR,59,5,HighDegree,1625.34,378.18,0.0
GARR,59,5,Random,582.37,71.33,0.0
GARR,59,1,Greedy,5065.98,0.0,0.0
GARR,59,1,LocalSearch,5065.98,0.0,0.0
GARR,59,1,Betweenness,5940.31,17.26,0.001
GARR,59,1,HighDegree,7538.89,48.81,0.0
GARR,59,1,Random,5468.45,7.94,0.0
GARR,59,3,Greedy,1228.63,27.92,0.0
GARR,59,3,LocalSearch,960.49,0.0,0.001
GARR,59,3,Betweenness,1626.95,69.39,0.0
GARR,59,3,HighDegree,1626.95,69.39,0.0
GARR,59,3,Random,1149.75,19.7,0.0
GARR,59,5,Greedy,511.87,50.59,0.0
GARR,59,5,LocalSearch,339.9,0.0,0.002
GARR,59,5,Betweenness,401.18,18.03,0.013
GARR,59,5,HighDegree,1625.34,378.18,0.0
GARR,59,5,Random,582.37,71.33,0.0
GARR,59,1,Greedy,5065.31,0.0,0.0
GARR,59,1,LocalSearch,5065.31,0.0,0.0
GARR,59,1,Betweenness,5939.48,17.26,0.001
GARR,59,1,HighDegree,7538.94,48.83,0.0
GARR,59,1,Random,5467.97,7.95,0.0
GARR,59,3,Greedy,1228.6,27.9,0.0
GARR,59,3,LocalSearch,960.57,0.0,0.001
GARR,59,3,Betweenness,1626.96,69.37,0.0
GARR,59,3,HighDegree,1626.96,69.37,0.0
GARR,59,3,Random,1145.39,19.24,0.0
GARR,59,5,Greedy,511.95,50.59,0.0
GARR,59,5,LocalSearch,339.96,0.0,0.002
GARR,59,5,Betweenness,406.02,19.43,0.0
GARR,59,5,HighDegree,1625.35,378.1,0.0
GARR,59,5,Random,582.45,71.33,0.0
GARR,59,1,Greedy,5065.31,0.0,0.0
GARR,59,1,LocalSearch,5065.31,0.0,0.0
GARR,59,1,Betweenness,5939.48,17.26,0.001
GARR,59,1,HighDegree,7538.94,48.83,0.0
GARR,59,1,Random,5467.97,7.95,0.0
GARR,59,3,Greedy,1228.6,27.9,0.0
GARR,59,3,LocalSearch,960.57,0.0,0.001
GARR,59,3,Betweenness,1626.96,69.37,0.001
GARR,59,3,HighDegree,1626.96,69.37,0.0
GARR,59,3,Random,1145.39,19.24,0.0
GARR,59,5,Greedy,511.95,50.59,0.0
GARR,59,5,LocalSearch,339.96,0.0,0.003
GARR,59,5,Betweenness,406.02,19.43,0.0
GARR,59,5,HighDegree,1625.35,378.1,0.0
GARR,59,5,Random,582.45,71.33,0.0
GARR,60,1,Greedy,5497.57,0.0,0.001
GARR,60,1,LocalSearch,5497.57,0.0,0.0
GARR,60,1,Betweenness,6041.27,9.89,0.0
GARR,60,1,HighDegree,7686.42,39.81,0.0
GARR,60,1,Random,5497.57,0.0,0.0
GARR,60,3,Greedy,1115.46,19.02,0.0
GARR,60,3,LocalSearch,937.21,0.0,0.001
GARR,60,3,Betweenness,1568.43,67.35,0.001
GARR,60,3,HighDegree,1568.43,67.35,0.0
GARR,60,3,Random,1043.89,11.38,0.0
GARR,60,5,Greedy,378.42,18.45,0.0
GARR,60,5,LocalSearch,319.47,0.0,0.002
GARR,60,5,Betweenness,383.88,20.16,0.001
GARR,60,5,HighDegree,662.89,107.5,0.0
GARR,60,5,Random,434.58,36.03,0.0
GARR,61,1,Greedy,5715.89,0.0,0.0
GARR,61,1,LocalSearch,5715.89,0.0,0.0
GARR,61,1,Betweenness,5964.8,4.35,0.0
GARR,61,1,HighDegree,8098.81,41.69,0.0
GARR,61,1,Random,5715.89,0.0,0.0
GARR,61,3,Greedy,1165.86,13.93,0.0
GARR,61,3,LocalSearch,1023.3,0.0,0.001
GARR,61,3,Betweenness,1729.71,69.03,0.001
GARR,61,3,HighDegree,1729.71,69.03,0.0
GARR,61,3,Random,1349.39,31.87,0.0
GARR,61,5,Greedy,399.41,25.39,0.0
GARR,61,5,LocalSearch,318.53,0.0,0.001
GARR,61,5,Betweenness,403.26,26.6,0.0
GARR,61,5,HighDegree,978.06,207.05,0.0
GARR,61,5,Random,401.34,26.0,0.0
GARR,61,1,Greedy,5715.89,0.0,0.0
GARR,61,1,LocalSearch,5715.89,0.0,0.0
GARR,61,1,Betweenness,5964.8,4.35,0.0
GARR,61,1,HighDegree,8098.81,41.69,0.0
GARR,61,1,Random,5715.89,0.0,0.0
GARR,61,3,Greedy,1165.86,13.93,0.002
GARR,61,3,LocalSearch,1023.3,0.0,0.0
GARR,61,3,Betweenness,1729.71,69.03,0.0
GARR,61,3,HighDegree,1729.71,69.03,0.0
GARR,61,3,Random,1349.39,31.87,0.0
GARR,61,5,Greedy,399.41,25.39,0.0
GARR,61,5,LocalSearch,318.53,0.0,0.002
GARR,61,5,Betweenness,403.26,26.6,0.001
GARR,61,5,HighDegree,978.06,207.05,0.0
GARR,61,5,Random,401.34,26.0,0.0
FORTHNET,62,1,Greedy,3575.66,0.0,0.0
FORTHNET,62,1,LocalSearch,3575.66,0.0,0.0
FORTHNET,62,1,Betweenness,3575.66,0.0,0.0
FORTHNET,62,1,HighDegree,3575.66,0.0,0.0
FORTHNET,62,1,Random,3586.72,0.31,0.0
FORTHNET,62,3,Greedy,908.34,0.0,0.0
FORTHNET,62,3,LocalSearch,908.34,0.0,0.001
FORTHNET,62,3,Betweenness,917.52,1.01,0.001
FORTHNET,62,3,HighDegree,1333.97,46.86,0.0
FORTHNET,62,3,Random,944.02,3.93,0.0
FORTHNET,62,5,Greedy,195.98,0.0,0.0
FORTHNET,62,5,LocalSearch,195.98,0.0,0.0
FORTHNET,62,5,Betweenness,195.98,0.0,0.001
FORTHNET,62,5,HighDegree,682.55,248.28,0.0
FORTHNET,62,5,Random,228.36,16.53,0.0
US Signal,63,1,Greedy,0.0,0.0,0.0
US Signal,63,1,LocalSearch,0.0,0.0,0.0
US Signal,63,1,Betweenness,3757.2,0.0,0.001
US Signal,63,1,HighDegree,5148.17,0.0,0.0
US Signal,63,1,Random,3757.2,0.0,0.0
US Signal,63,3,Greedy,0.0,0.0,0.0
US Signal,63,3,LocalSearch,0.0,0.0,0.0
US Signal,63,3,Betweenness,3043.42,0.0,0.001
US Signal,63,3,HighDegree,1118.35,0.0,0.0
US Signal,63,3,Random,0.0,0.0,0.0
US Signal,63,5,Greedy,0.0,0.0,0.0
US Signal,63,5,LocalSearch,0.0,0.0,0.001
US Signal,63,5,Betweenness,2940.14,0.0,0.001
US Signal,63,5,HighDegree,678.02,0.0,0.0
US Signal,63,5,Random,0.0,0.0,0.0
ASNET-AM,65,1,Greedy,207.64,0.0,0.0
ASNET-AM,65,1,LocalSearch,207.64,0.0,0.0
ASNET-AM,65,1,Betweenness,208.89,0.6,0.001
ASNET-AM,65,1,HighDegree,208.89,0.6,0.0
ASNET-AM,65,1,Random,208.89,0.6,0.0
ASNET-AM,65,3,Greedy,74.21,2.34,0.0
ASNET-AM,65,3,LocalSearch,72.52,0.0,0.001
ASNET-AM,65,3,Betweenness,171.19,136.08,0.001
ASNET-AM,65,3,HighDegree,171.19,136.08,0.0
ASNET-AM,65,3,Random,79.75,9.97,0.0
ASNET-AM,65,5,Greedy,43.7,2.07,0.0
ASNET-AM,65,5,LocalSearch,42.81,0.0,0.003
ASNET-AM,65,5,Betweenness,46.3,8.16,0.001
ASNET-AM,65,5,HighDegree,46.3,8.16,0.0
ASNET-AM,65,5,Random,62.79,46.68,0.0
Internode,66,1,Greedy,72010.28,0.0,0.0
Internode,66,1,LocalSearch,72010.28,0.0,0.0
Internode,66,1,Betweenness,76816.69,6.67,0.001
Internode,66,1,HighDegree,385534.14,435.39,0.0
Internode,66,1,Random,72010.28,0.0,0.0
Internode,66,3,Greedy,19473.51,5.48,0.0
Internode,66,3,LocalSearch,18461.72,0.0,0.001
Internode,66,3,Betweenness,34831.23,88.67,0.001
Internode,66,3,HighDegree,34831.23,88.67,0.0
Internode,66,3,Random,20990.31,13.7,0.0
Internode,66,5,Greedy,11628.51,15.75,0.0
Internode,66,5,LocalSearch,10046.45,0.0,0.003
Internode,66,5,Betweenness,22710.73,126.06,0.0
Internode,66,5,HighDegree,22710.73,126.06,0.0
Internode,66,5,Random,14362.31,42.96,0.0
GlobeNet,67,1,Greedy,89230.01,0.0,0.0
GlobeNet,67,1,LocalSearch,89230.01,0.0,0.0
GlobeNet,67,1,Betweenness,117233.6,31.38,0.001
GlobeNet,67,1,HighDegree,91327.11,2.35,0.0
GlobeNet,67,1,Random,98299.94,10.16,0.0
GlobeNet,67,3,Greedy,10123.9,0.0,0.0
GlobeNet,67,3,LocalSearch,10123.9,0.0,0.001
GlobeNet,67,3,Betweenness,42526.18,320.06,0.001
GlobeNet,67,3,HighDegree,22038.18,117.68,0.0
GlobeNet,67,3,Random,13913.73,37.43,0.0
GlobeNet,67,5,Greedy,5194.07,21.63,0.0
GlobeNet,67,5,LocalSearch,4270.25,0.0,0.001
GlobeNet,67,5,Betweenness,27709.52,548.9,0.001
GlobeNet,67,5,HighDegree,19568.09,358.24,0.0
GlobeNet,67,5,Random,7680.06,79.85,0.0
Missouri Network Alliance ,67,1,Greedy,2296.83,0.0,0.0
Missouri Network Alliance ,67,1,LocalSearch,2296.83,0.0,0.0
Missouri Network Alliance ,67,1,Betweenness,3481.76,51.59,0.001
Missouri Network Alliance ,67,1,HighDegree,5791.34,152.15,0.0
Missouri Network Alliance ,67,1,Random,2522.47,9.82,0.0
Missouri Network Alliance ,67,3,Greedy,757.56,3.4,0.0
Missouri Network Alliance ,67,3,LocalSearch,732.64,0.0,0.001
Missouri Network Alliance ,67,3,Betweenness,1304.14,78.01,0.0
Missouri Network Alliance ,67,3,HighDegree,2116.53,188.89,0.0
Missouri Network Alliance ,67,3,Random,938.08,28.04,0.0
Missouri Network Alliance ,67,5,Greedy,357.16,14.77,0.0
Missouri Network Alliance ,67,5,LocalSearch,311.19,0.0,0.001
Missouri Network Alliance ,67,5,Betweenness,997.59,220.57,0.001
Missouri Network Alliance ,67,5,HighDegree,609.6,95.9,0.0
Missouri Network Alliance ,67,5,Random,359.9,15.65,0.0
ESnet,68,1,Greedy,49208.85,0.0,0.0
ESnet,68,1,LocalSearch,49208.85,0.0,0.0
ESnet,68,1,Betweenness,57394.39,16.63,0.002
ESnet,68,1,HighDegree,72002.84,46.32,0.0
ESnet,68,1,Random,49233.94,0.05,0.0
ESnet,68,3,Greedy,5080.42,0.33,0.0
ESnet,68,3,LocalSearch,5063.49,0.0,0.001
ESnet,68,3,Betweenness,6338.63,25.18,0.0
ESnet,68,3,HighDegree,6338.63,25.18,0.0
ESnet,68,3,Random,5255.71,3.8,0.0
ESnet,68,5,Greedy,2049.54,0.83,0.0
ESnet,68,5,LocalSearch,2032.61,0.0,0.003
ESnet,68,5,Betweenness,3285.24,61.63,0.001
ESnet,68,5,HighDegree,4511.24,121.94,0.0
ESnet,68,5,Random,3400.12,67.28,0.0
LATNET,69,1,Greedy,689.76,0.0,0.0
LATNET,69,1,LocalSearch,689.76,0.0,0.0
LATNET,69,1,Betweenness,689.76,0.0,0.001
LATNET,69,1,HighDegree,689.76,0.0,0.0
LATNET,69,1,Random,690.3,0.08,0.0
LATNET,69,3,Greedy,305.19,0.48,0.0
LATNET,69,3,LocalSearch,303.73,0.0,0.0
LATNET,69,3,Betweenness,676.59,122.76,0.001
LATNET,69,3,HighDegree,542.83,78.73,0.0
LATNET,69,3,Random,326.87,7.62,0.0
LATNET,69,5,Greedy,178.47,1.17,0.0
LATNET,69,5,LocalSearch,176.4,0.0,0.002
LATNET,69,5,Betweenness,633.96,259.39,0.001
LATNET,69,5,HighDegree,259.43,47.07,0.0
LATNET,69,5,Random,253.4,43.65,0.0
Uninett,69,1,Greedy,7145.9,0.0,0.0
Uninett,69,1,LocalSearch,7145.9,0.0,0.0
Uninett,69,1,Betweenness,7528.19,5.35,0.0
Uninett,69,1,HighDegree,8470.17,18.53,0.0
